id,level,word,meaning_en,meaning_tr,meaning_es,full_entry,article,pos,plural,forms,examples,page
b1_1758,B1,"der Kredit, -e","the credit, -e","kredi, -e","el crédito, -e","der Kredit, -e 1.",der,noun,-e 1.,,Ich habe den Wagen auf Kredit gekauft. || Wir haben von der Bank einen Kredit bekommen.,57
b1_1759,B1,"die Kreditkarte, -n","the credit card, -n","kredi kartı, -n","la tarjeta de crédito, -n","die Kreditkarte, -n",die,noun,-n,,Kann ich mit Kreditkarte zahlen?,57
b1_1760,B1,"der Kreis, -e","the circle, -e","daire, -e","el círculo, -e","der Kreis, -e 1.",der,noun,-e 1.,,Die Kinder sitzen im Kindergarten im Kreis. || Bitte malt jetzt alle einen Kreis in euer Heft. || Unser Ort gehört zum Kreis Neuss.,57
b1_1761,B1,"das Kreuz, -e","the cross, -e","haç, -e","la cruz, -e","das Kreuz, -e",das,noun,-e,,Was bedeutet dieses Kreuz hier?,57
b1_1762,B1,"die Kreuzung, -en","the intersection, -en","kavşak, -en","la intersección, -es","die Kreuzung, -en",die,noun,-en,,Fahren Sie an der nächsten Kreuzung rechts.,57
b1_1763,B1,"der Krieg, -e","the war, -e","savaş, -e","la guerra, -e","der Krieg, -e 1.",der,noun,-e 1.,,Es herrscht noch immer Krieg in diesem Land. || Der Lehrer spricht über den Zweiten Weltkrieg.,57
b1_1764,B1,"kriegen, kriegt, kriegte,","get, get, got","al, al, aldım","conseguir, conseguir, tener","kriegen, kriegt, kriegte, 1.",,word,,hat gekriegt,"Haben Sie meinen Brief gekriegt? || Was kriegen Sie? || – Ein Schwarzbrot, bitte.",57
b1_1765,B1,Kriminal-,criminal,suçlu,criminal,Kriminal-,,noun,,,Ein Nachbar von uns arbeitet bei der,57
b1_1766,B1,die Kriminalpolizei,the criminal police,kriminal polis,la policia criminal,die Kriminalpolizei,die,noun,,,Kriminalpolizei.,57
b1_1767,B1,"der Krimi, -s","the crime thriller, -s","suç gerilim filmi, -s","el thriller criminal, -s","der Krimi, -s",der,noun,-s,,Heute Abend kommt ein spannender Krimi im Fernsehen.,57
b1_1768,B1,"die Krise, -n","the crisis, -n","kriz, -n","la crisis, -n","die Krise, -n",die,noun,-n,,Die Wirtschaft steckt in einer schweren Krise.,57
b1_1769,B1,"kritisieren, kritisiert,","criticize, criticized","eleştirmek, eleştirmek","criticar, criticar","kritisieren, kritisiert,",,word,,,Kritisiere mich nicht so oft.,57
b1_1770,B1,"kritisierte, hat kritisiert","criticized, has criticized","eleştirdi, eleştirdi","criticado, ha criticado","kritisierte, hat kritisiert",,word,,,,57
b1_1771,B1,"die Kritik, -en1.","the criticism, -en1.","eleştiri, -en1.","la crítica, -en1.","die Kritik, -en1.",die,noun,-en1.,,Es gibt viel Kritik an der Politik der Regierung. || Dieser Film hat sehr gute Kritiken bekommen.,57
b1_1772,B1,kritisch,critical,kritik,crítico,kritisch,,adjective,,,Es gab eine Diskussion über die Lebensmittelpreise. || Ein Journalist hat kritische Fragen gestellt.,57
b1_1773,B1,"die Küche, -n","the kitchen, -n","mutfak, -n","la cocina, -n","die Küche, -n 1.",die,noun,-n 1.,,"Ich suche eine Wohnung mit drei Zimmern, Küche und Bad. || Ich mag die deutsche Küche.",57
b1_1774,B1,"der Kuchen, -","the cake, -","pasta, -","el pastel, -","der Kuchen, -",der,noun,-,,Ich habe einen Kuchen gebacken.,57
b1_1775,B1,"der Kugelschreiber, -","the ballpoint pen, -","tükenmez kalem, -","el bolígrafo, -","der Kugelschreiber, -",der,noun,-,,Mein Kugelschreiber ist weg.,57
b1_1776,B1,"der Kuli, -s","the coolie, -s","hamal, -s","el culi, -s","der Kuli, -s",der,noun,-s,,Hast du einen Kuli für mich?,57
b1_1777,B1,kühl,cool,Serin,Frío,kühl,,word,,,Es ist kühl draußen. || Zieh dir eine Jacke an.,57
b1_1778,B1,"der Kühlschrank, ¨-e","the refrigerator, ¨-e","buzdolabı, ¨-e","el refrigerador, ¨-e","der Kühlschrank, ¨-e",der,noun,¨-e,,Stell die Milch in den Kühlschrank!,57
b1_1779,B1,"die Kultur, -en","the culture, -en","kültür, -tr","la cultura, -es","die Kultur, -en",die,noun,-en,,Ich interessiere mich für andere Länder und Kulturen.,58
b1_1780,B1,kulturell,cultural,kültürel,cultural,kulturell,,word,,,Es gibt große kulturelle Unterschiede zwischen den Ländern.,58
b1_1781,B1,sich kümmern,take care,Dikkatli ol,cuidarse,"sich kümmern, kümmert 1.",,verb,,kümmert 1.,Ich kann nicht arbeiten. || Ich muss mich,58
b1_1782,B1,"sich, kümmerte sich,","cared, cared","önemsedi, önemsedi","cuidado, cuidado","sich, kümmerte sich,",,word,,hat sich gekümmert,um die Kinder kümmern. || Ich habe keine Zeit. || Ich muss mich um das Essen kümmern.,58
b1_1783,B1,"der Kunde, -n","the customer, -n","müşteri, -n","el cliente, -n","der Kunde, -n 1.",der,noun,-n 1.,,Sie ist schon lange bei mir Kundin. || Ich,58
b1_1784,B1,"die Kundin, -nen","the customer, -nen","müşteri, -nen","el cliente, -nen","die Kundin, -nen",die,noun,-nen,,"habe ihr einen Sonderpreis gegeben. || Einen Augenblick, bitte. || Ich habe einen Kunden.",58
b1_1785,B1,"kündigen, kündigt,","quit, quit","bırak, bırak","dejar, dejar","kündigen, kündigt, 1.",,word,,,Ich war mit meiner Stelle nicht,58
b1_1786,B1,"kündigte, hat gekündigt","quit, quit","bırak, bırak","dejar, dejar","kündigte, hat gekündigt",,word,,,zufrieden und habe gekündigt. || Hast du deine Wohnung schon gekündigt? || Ich möchte die Zeitschrift nicht mehr. || – Dann musst du schriftlich kündigen.,58
b1_1787,B1,"die Kündigung, -en","the termination, -en","sonlandırma, -en","la terminación, -es","die Kündigung, -en",die,noun,-en,,Ich habe die Kündigung bekommen. || Jetzt bin ich arbeitslos.,58
b1_1788,B1,"die Kunst, ¨-e","the art, ¨-e","sanat, ¨-e","el arte, ¨-e","die Kunst, ¨-e",die,noun,¨-e,,Ich verstehe nichts von moderner Kunst.,58
b1_1789,B1,"der Künstler, -","the artist, -","sanatçı, -","el artista, -","der Künstler, -",der,noun,-,,In diesem Stadtteil wohnen viele Kün-,58
b1_1790,B1,"die Künstlerin, -nen","the artist, -nen","sanatçı, -nen","el artista, -nen","die Künstlerin, -nen",die,noun,-nen,,stlerinnen. || Neben uns wohnt eine Musikerin.,58
b1_1791,B1,künstlich,artificially,yapay olarak,artificialmente,künstlich,,adjective,,,Ich mag kein künstliches Licht.,58
b1_1792,B1,"der Kunststoff, -e","the plastic, -e","plastik, -e","el plastico, -e","der Kunststoff, -e",der,noun,-e,,Der Stuhl ist aus Kunststoff.,58
b1_1793,B1,"der Kurs, -e","the course, -e","kurs, -e","el curso, -e","der Kurs, -e",der,noun,-e,,Ich besuche regelmäßig einen Deutschkurs.,58
b1_1794,B1,"der Kursleiter, -","the course leader, -","kurs lideri, -","el líder del curso, -","der Kursleiter, -",der,noun,-,,Die Kursleiterin ist mit unserer,58
b1_1795,B1,"die Kursleiter, -nen","the course leaders, -nen","kurs liderleri, -nen","los líderes del curso, -nen","die Kursleiter, -nen",die,noun,-nen,,Kursgruppe manchmal in den Computerraum gegangen.,58
b1_1796,B1,"die Kurve, -n","the curve, -n","eğri, -n","la curva, -n","die Kurve, -n 1.",die,noun,-n 1.,,Fahr bitte nicht so schnell in die Kurven. || Achtung. || Das Stauende ist gleich hinter einer Kurve.,58
b1_1797,B1,kurz,short,kısa,corto,kurz 1.,,word,,,Ricardo hat kurze Haare. || Kann ich Sie kurz sprechen? || Kurz vor 8 Uhr hat das Telefon geklingelt. || Mein Mann ist kurz nach mir gekommen. || Ich bin vor Kurzem nach München gezogen. || Ich wohne seit Kurzem in München. || Ich habe das Kleid kürzer machen lassen.,58
b1_1798,B1,kürzlich,recently,son zamanlarda,recientemente,kürzlich,,adjective,,,"Wir haben doch kürzlich darüber gesprochen, dass wir am Wochenende wegfahren wollen.",58
b1_1799,B1,"küssen, küsst, küsste,","kiss, kiss, kissed","öp, öp, öptüm","beso, beso, besado","küssen, küsst, küsste, 1.",,word,,hat geküsst,Er nahm sie in die Arme und küsste || sie. || Beim Verabschieden haben wir uns alle geküsst.,58
b1_1800,B1,"der Kuss, ¨-e","the kiss, ¨-e","öpücük, ¨-e","el beso, ¨-e","der Kuss, ¨-e",der,noun,¨-e,,Gib der Mama einen Kuss!,58
b1_1801,B1,"die Küste, -n","the coast, -n","sahil, -n","la costa, -n","die Küste, -n",die,noun,-n,,Unser Dorf liegt direkt an der Küste.,58
b1_1802,B1,"das Kuvert, -s (A) →der","the envelope, -s (A) →der","zarf, -s (A) →der","el sobre, -s (A) →der","das Kuvert, -s (A) →der",das,noun,-s (A) →der,,Ich hätte gern 50 Kuverts und,58
b1_1803,B1,Briefumschlag; CH: Cou-,envelope; CH: Cou-,mektup; CH: Ku...,sobre; CH: Cou-,Briefumschlag; CH: Cou-,,noun,,,Briefmarken dazu.,58
b1_1804,B1,vert,vert,dikey,verde,vert,,word,,,,58
b1_1805,B1,"lächeln, lächelt, lächelte,","smile, smile, smiled","gülümse, gülümse, gülümsedi","sonríe, sonríe, sonríe","lächeln, lächelt, lächelte,",,word,,hat gelächelt,Schauen Sie in die Kamera. || Bitte || lächeln!,58
b1_1806,B1,"lachen, lacht, lachte, hat","laugh, laughs, laughed, has","güldüm, güldüm, güldüm, var","ríe, ríe, ríe, tiene","lachen, lacht, lachte, hat 1.",,word,,,Lachen ist gesund.,58
b1_1807,B1,gelacht,laughed,güldü,se rio,gelacht 2.,,word,,,Wir haben viel gelacht. || Die Kinder haben über den Witz gelacht.,58
b1_1808,B1,"der Laden, ¨-",the store-,mağaza-,la tienda-,"der Laden, ¨- 1.",der,noun,¨- 1.,,Dieses Kleid habe ich in einem Laden im Zentrum gekauft. || Ich kaufe meine Zeitung immer beim Zeitungsladen am Eck.,58
b1_1809,B1,die Lage,the location,konum,la ubicación,die Lage,die,noun,,,Wir suchen eine Wohnung an/in zentraler Lage.,58
b1_1810,B1,"das Lager, -","the warehouse, -","depo, -","el almacén, -","das Lager, - 1.",das,noun,- 1.,,"Ich weiß nicht, ob wir diesen Schuh in Ihrer Größe haben. || Ich sehe mal im Lager nach. || Unsere Kinder fahren im Sommer ins Zeltlager.",58
b1_1811,B1,"die Lampe, -n","the lamp, -n","lamba, -n","la lámpara, -n","die Lampe, -n 1.",die,noun,-n 1.,,Ich habe mir eine neue Lampe gekauft. || Mach doch bitte die Lampe an. || Es ist so dunkel hier.,58
b1_1812,B1,"das Land, ¨-er","the country, ¨-er","ülke, ¨-er","el pais, ¨-er","das Land, ¨-er 1.",das,noun,¨-er 1.,,Deutschland ist ein schönes Land. || Möchten Sie lieber auf dem Land oder in der Stadt wohnen? || Wir haben ein Stück Land gekauft und wollen dort bauen. || In welchen Ländern warst du schon?,58
b1_1813,B1,die Landwirtschaft,agriculture,tarım,agricultura,die Landwirtschaft,die,noun,,,Auf dem Land arbeiten die meisten Leute in der Landwirtschaft.,58
b1_1814,B1,"die Landschaft, -en","the landscape, -en","manzara, -tr","el paisaje, -es","die Landschaft, -en",die,noun,-en,,Die Landschaft ist sehr hügelig.,58
b1_1815,B1,"landen, landet, landete, ist","land, lands, landed, is","arazi, araziler, indi,","tierra, tierras, aterrizado, es","landen, landet, landete, ist 1.",,word,,,Wir sind erst um 20 Uhr in München,58
b1_1816,B1,gelandet,landed,indi,aterrizado,gelandet,,word,,,gelandet. || Wegen starken Nebels konnte die Maschine nicht in Frankfurt landen.,58
b1_1817,B1,"die Landung, -en","the landing, -en","iniş, -tr","el rellano, -es","die Landung, -en",die,noun,-en,,Bei der Landung müssen Sie sich anschnallen.,59
b1_1818,B1,lang,long,uzun,largo,lang 1.,,word,,,Der Teppich ist 3 m lang und 2 m breit. || Meine Schwester hat mir einen langen Brief geschrieben. || Die Hose ist zu lang. || Können Sie sie kürzer machen?,59
b1_1819,B1,die Länge,the length,uzunluk,la longitud,die Länge,die,noun,,,"Mein Schreibtisch hat folgende Maße: Länge 1.20 m, Breite: 0,85 m, Höhe: 0,75 m.",59
b1_1820,B1,"lange, lang","long, long","uzun, uzun","largo, largo","lange, lang 1.",,word,,,Wie lange dauert die Fahrt von Hamburg nach Berlin? || Wie lange bist du schon in Deutschland? || Wartest du schon lange? || Wir sind noch lange nicht fertig mit der Arbeit. || Wir haben lange gefrühstückt. || Beim Arzt muss man oft lange warten. || Ich komme gleich. || Es dauert nicht lange.,59
b1_1821,B1,langsam,slow,yavaş,lento,langsam 1.,,adjective,,,Könnten Sie bitte etwas langsamer sprechen? || Es wird langsam kalt. || Es wird Herbst.,59
b1_1822,B1,längst,long ago,uzun zaman önce,hace mucho tiempo,längst,,word,,,Wann reparierst du die Heizung. || – Die habe ich schon längst repariert.,59
b1_1823,B1,langweilig,boring,sıkıcı,aburrido,langweilig,,adjective,,,Der Film war sehr langweilig.,59
b1_1824,B1,sich langweilen,be bored,sıkılmak,aburrirse,"sich langweilen, langweilt,",,verb,,"langweilt,",Langweilst du dich?,59
b1_1825,B1,"langweilte,",bored,sıkılmış,aburrido,"langweilte,",,word,,hat gelangweilt,,59
b1_1826,B1,die Langeweile,the boredom,can sıkıntısı,el aburrimiento,die Langeweile,die,noun,,,Es ist aus Langeweile eingeschlafen.,59
b1_1827,B1,der Lärm,the noise,gürültü,el ruido,der Lärm,der,noun,,,Die Flugzeuge machen einen schrecklichen Lärm.,59
b1_1828,B1,"lassen, lässt, ließ,","let, let, let","izin ver, izin ver","deja, deja, deja","lassen, lässt, ließ, 1.",,word,,hat gelassen,Ich habe mein Gepäck am Bahnhof || gelassen. || Am Samstag lasse ich mir die Haare schneiden. || Ich lasse meine Kinder abends nur eine Stunde fernsehen. || Kann ich mein Auto hier stehen lassen? || Wo habe ich nur meine Brille gelassen? || Ich habe meinen Anzug reinigen lassen. || Ich kann meine kleine Tochter noch nicht allein lassen. || Lass mich in Ruhe. || Ich muss arbeiten.,59
b1_1829,B1,"der Laster, -","the vice, -","mengene, -","el vicio, -","der Laster, -",der,noun,-,,Auf der Autobahn waren so viele Laster. || Deshalb hat es so lange gedauert.,59
b1_1830,B1,"laufen, läuft, lief,","run, run, ran","koş, koş, koştu","corre, corre, corre","laufen, läuft, lief, 1.",,word,,ist gelaufen,"Ich bin gestern 100 m in 10,4 Sekunden || gelaufen. || Bist du mit dem Auto hier? || – Nein, ich bin gelaufen. || Jeden Morgen gehe ich eine halbe Stunde laufen. || Wann läuft der Film? || Wie geht´s beruflich? || – Danke, das Geschäft läuft gut.",59
b1_1831,B1,"das Laufwerk, -e","the drive, -e","sürücü, -e","el disco, -e","das Laufwerk, -e",das,noun,-e,,Für meinen Computer habe ich mir ein neues Laufwerk gekauft.,59
b1_1832,B1,"die Laune, -n","the mood, -n","ruh hali, -n","el estado de ánimo, -n","die Laune, -n",die,noun,-n,,"Heute geht es mir besser, aber gestern hatte ich richtig schlechte Laune.",59
b1_1833,B1,laut,loud,yüksek sesle,alto,laut 1.,,word,,,Lass uns gehen. || Hier ist es mir zu laut. || Können Sie bitte etwas lauter sprechen? || Laut Wetterbericht gibt es morgen Regen.,59
b1_1834,B1,"der Lautsprecher, -","the speaker, -","konuşmacı, -","el orador, -","der Lautsprecher, -",der,noun,-,,Bitte achten Sie auch auf die Lautsprecher-Ansagen am Bahnhof.,59
b1_1835,B1,lecker,yummy,lezzetli,delicioso,lecker,,word,,,Das Essen war sehr lecker.,59
b1_1836,B1,"leben, lebt, lebte, hat","live, lives, lived, has","yaşıyor, yaşıyor, yaşadı, yaşadı","vive, vive, vivió, tiene","leben, lebt, lebte, hat 1.",,word,,,Leben Ihre Großeltern noch?,59
b1_1837,B1,gelebt,lived,yaşadı,vivido,gelebt 2.,,word,,,Herr Müller hat lange im Ausland gelebt. || Von der Rente allein kann meine Tante nicht leben. || Ich lebe noch bei meinen Eltern.,59
b1_1838,B1,das Leben1.,life1.,hayat1.,vida1.,das Leben1.,das,noun,,,Ich habe mich an das Leben auf dem Land gewöhnt. || Hier ist das Leben teuer.,59
b1_1839,B1,"der Lebenslauf, ¨-e","the CV, ¨-e","CV, ¨-e","el CV, ¨-e","der Lebenslauf, ¨-e",der,noun,¨-e,,Hast du den Lebenslauf für die Bewerbung schon geschrieben?,59
b1_1840,B1,die Lebensmittel (Pl.)1.,the food (pl.)1.,yiyecek (pl.)1.,la comida (pl.)1.,die Lebensmittel (Pl.)1.,die,noun,,,Lebensmittel werden immer teurer. || Meine Lebensmittel kaufe ich im Supermarkt.,59
b1_1841,B1,das Leder,the leather,deri,el cuero,das Leder,das,noun,,,Ist die Tasche aus Leder?,59
b1_1842,B1,ledig,single,Bekar,soltero,ledig,,adjective,,,Wie ist Ihr Familienstand? || – Ledig.,59
b1_1843,B1,leer,empty,boş,vacío,leer 1.,,word,,,Das Restaurant war fast leer. || Die Kanne ist fast leer. || Ich mache uns neuen Tee.,59
b1_1844,B1,"legen, legt, legte, hat","lay, lays, laid, has","yatıyordu, yatıyordu, yatıyordu, vardı","poner, pone, pone, tiene","legen, legt, legte, hat 1.",,word,,,Ich habe Ihnen die Briefe auf den,59
b1_1845,B1,gelegt,placed,gelegt,metido,gelegt,,word,,,Schreibtisch gelegt. || Legen Sie die Zeitungen bitte dort ins Regal.,59
b1_1846,B1,die Lehre,the teaching,öğretim,la enseñanza,die Lehre,die,noun,,,Mein Cousin will eine dreijährige Lehre machen.,59
b1_1847,B1,"die Lehrstelle, -n","the apprenticeship, -n","çıraklık, -n","el aprendizaje, -n","die Lehrstelle, -n",die,noun,-n,,Es sind noch viele Lehrstellen frei.,59
b1_1848,B1,"der Lehrer, -","the teacher, -","öğretmen, -","el maestro, -","der Lehrer, -",der,noun,-,,Die Lehrerin hat heute viele Hausauf-,60
b1_1849,B1,"die Lehrerin, -nen","the teacher, -nen","öğretmen, -nen","el maestro, -nen","die Lehrerin, -nen",die,noun,-nen,,gaben gegeben.,60
b1_1850,B1,"der Lehrling, -e","the apprentice, -e","çırak, -e","el aprendiz, -e","der Lehrling, -e",der,noun,-e,,Als Lehrling verdient man nicht sehr viel Geld.,60
b1_1851,B1,leicht,light,ışık,luz,leicht 1.,,word,,,"Der Koffer ist ganz leicht. || Ich kann ihn allein tragen. || Es ist nicht leicht, bei diesem Arzt einen Termin zu bekommen.",60
b1_1852,B1,"leid tun, tut leid, tat leid,","sorry, sorry, sorry","üzgünüm, üzgünüm, üzgünüm","lo siento, lo siento, lo siento","leid tun, tut leid, tat leid, 1.",,word,,hat leidgetan,"Die Frau tut mir leid. || Wie komme ich zum Bahnhof? || - Tut mir leid, das weiß ich nicht. || Es tut mir leid, dass ich Ihnen nicht helfen kann.",60
b1_1853,B1,"leiden, leidet, litt,","suffer, suffer, suffered","acı çekmek, acı çekmek, acı çekmek","sufrir, sufrir, sufrir","leiden, leidet, litt, 1.",,word,,hat gelitten,Er leidet an einer schweren Krankheit. || Sie leidet sehr unter den Verhältnissen.,60
b1_1854,B1,leider,unfortunately,Ne yazık ki,desafortunadamente,leider 1.,,adverb,,,Da kann ich Ihnen leider nicht helfen. || Hast du schon eine Antwort auf deinen Brief? || – Leider nicht. || Leider kann ich nicht kommen. || Ich muss zum Arzt.,60
b1_1855,B1,"leihen, leiht, lieh,","leihen, leiht, lieh,","ödünç almak, ödünç almak, ödünç almak","pedir prestado, pedir prestado, pedir prestado","leihen, leiht, lieh, 1.",,word,,hat geliehen,Ich habe mir von meinem Bruder 50 || Euro geliehen. || Ich kann dir mein Fahrrad leihen. || Sie können das Buch in der Bibliothek ausleihen.,60
b1_1856,B1,leise,quiet,sessizlik,tranquilo,leise 1.,,word,,,Seid leise. || Die anderen schlafen schon. || Könntest du das Radio bitte etwas leiser stellen?,60
b1_1857,B1,"leisten, leistet, leistete,","perform, perform, performed","gerçekleştirmek, gerçekleştirmek, gerçekleştirmek","realizar, realizar, realizar","leisten, leistet, leistete, 1.",,word,,hat geleistet,So ein teures Auto kann ich mir leider || nicht leisten. || Bei einem Unfall muss jeder Erste Hilfe leisten.,60
b1_1858,B1,"die Leistung, -en","the performance, -en","performans, -tr","la actuación, -es","die Leistung, -en",die,noun,-en,,Meine Leistungen in der Schule sind ganz gut.,60
b1_1859,B1,"leiten, leitet, leitete,","lead, directs, directed","liderlik etmek, yönlendirmek, yönlendirmek","dirigir, dirigir, dirigir","leiten, leitet, leitete,",,word,,hat geleitet,Wer leitet den Kurs?,60
b1_1860,B1,"der Leiter, -","the leader, -","lider, -","el líder, -","der Leiter, -",der,noun,-,,Wie heißt die Leiterin der Schule?,60
b1_1861,B1,"die Leiterin, -nen","the leader, -nen","lider, -nen","el líder, -nen","die Leiterin, -nen",die,noun,-nen,,,60
b1_1862,B1,"die Leitung, -en1.","the line, -en1.","satır, -en1.","la línea, -en1.","die Leitung, -en1.",die,noun,-en1.,,"Ab || Juli übernimmt Herr Meier die Leitung der Abteilung. || Tut mir leid, alle Leitungen sind besetzt. || Wir müssen eine neue Leitung legen lassen.",60
